"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10","Rep 11","Rep 12","Rep 13","Rep 14","Rep 15","Rep 16","Rep 17","Rep 18","Rep 19","Rep 20","Rep 21","Rep 22","Rep 23","Rep 24","Rep 25","Rep 26","Rep 27","Rep 28","Rep 29","Rep 30"
"Montagem Final 03Hold_Espaco.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 03Hold_Espaco.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 03Hold_Espaco.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Montagem Final 03Hold_Espaco.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 04.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Montagem Final 04",0.845875517526611,0.846789518619043,0.827999908535275,0.855603550418856,0.844016245380496,0.854699262733326,0.847678751435904,0.842089737018678,0.837390550254557,0.845273585753863,0.865944475358066,0.857799881880423,0.858184851290898,0.840137065754389,0.851931297949489,0.836483674990179,0.855270886904402,0.840859724936665,0.830985075758733,0.850230477619406,0.858640207393486,0.851415155895239,0.865453238565463,0.823990841624055,0.839518992725113,0.849760379042896,0.842668659690112,0.830724912833317,0.833427649130106,0.862524572184039
"Montagem Final 04.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Montagem Final 04",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Montagem Final 04.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Montagem Final 04",0.845875517526611,0.846789518619043,0.827999908535275,0.855603550418856,0.844016245380496,0.854699262733326,0.847678751435904,0.842089737018678,0.837390550254557,0.845273585753863,0.865944475358066,0.857799881880423,0.858184851290898,0.840137065754389,0.851931297949489,0.836483674990179,0.855270886904402,0.840859724936665,0.830985075758733,0.850230477619406,0.858640207393486,0.851415155895239,0.865453238565463,0.823990841624055,0.839518992725113,0.849760379042896,0.842668659690112,0.830724912833317,0.833427649130106,0.862524572184039
"Montagem Final 04_Aguardar Fim da Ordem.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 04_Aguardar Fim da Ordem.Queue",1.89439405384548E-03,4.92194446122881E-03,3.47854891091938E-03,3.82364815545406E-03,3.40039114681822E-03,5.10802676986938E-03,4.84772864044361E-03,5.68428732075795E-03,2.39423037469374E-03,3.23854923379195E-03,3.24334907274546E-03,0.002772570176726,6.33166588292283E-03,6.28473053184078E-03,2.96230185100421E-03,4.22822859682933E-03,5.05329244145325E-03,3.92869923425323E-03,4.08003080294906E-03,2.99261200761086E-03,5.63342098910637E-03,9.14901144122064E-03,2.9213247715878E-03,2.41482150569718E-03,5.93614068766292E-03,4.27406102845607E-03,3.01645889760379E-03,7.26043744309733E-03,4.60299477063359E-03,3.67687944240784E-03
"Montagem Final 04_Aguardar Fim da Ordem.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Montagem Final 04_Aguardar Fim da Ordem.Queue",6.81981859384373,10.9040000371838,8.01457669075826,8.47085129823668,16.3218775047275,10.1455979980854,12.1403986821544,10.9138316558553,8.11221585778583,15.5450363222014,6.22723021967128,9.98125263621361,12.5759984433226,14.4800191453612,15.5116896925312,9.74183868709479,19.4046429751805,8.38122503307357,11.7504887124933,7.18226881826606,11.1891396197423,30.9990034714299,12.9437159110352,5.79557161367324,11.3973901203128,10.7037354451769,13.3652332693829,14.4207309214623,16.5707811742809,14.1192170588461
"Montagem Final 04_Aguardar Inicio da Proxima Ordem.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 04_Aguardar Inicio da Proxima Ordem.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 04_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 04_Q",3.28023074091828,3.68008881360308,3.65989577169352,3.66317694958388,3.27804817549642,3.64465084126022,3.65696451949536,3.6706326862314,3.28452992251964,3.28922200456403,3.64326580907914,3.28355882882301,3.63716773469362,3.6644911478902,3.28792243151091,3.67135217816242,3.27689109852414,3.68119521214542,3.59430894927738,3.65193794136124,3.65016120197879,3.27533055347845,3.27759289528407,3.58700098849788,3.66869465673125,3.66638978978177,3.27819473357876,3.68636416200285,3.2955555242657,3.26414768724986
"Montagem Final 04_Q.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Montagem Final 04_Q",105.379984169346,118.311276688546,119.829910044568,116.249910476695,106.052765370025,116.194735575649,117.569548240136,118.919993116141,106.383932658742,106.222066059991,114.083541221451,104.084851474592,115.337752572201,118.419091101321,105.248492915279,119.411622171245,104.32365713425,118.761170371238,117.718206336093,116.553280609017,115.74124075843,104.77491177898,103.10850072831,118.341527954018,119.063580885602,116.943636859828,105.657996358316,120.586551101156,107.547540093274,102.939447941288
"Montagem Final 04Hold_Espaco.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 04Hold_Espaco.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 04Hold_Espaco.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Montagem Final 04Hold_Espaco.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 05.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Montagem Final 05",0.787904167783968,0.799500138687415,0.78905860889927,0.787920901724623,0.789211263388094,0.754992679977208,0.802665119769318,0.791604071098961,0.812396801164913,0.752439899305424,0.841553193717968,0.745668228209641,0.782960920774271,0.788283541443696,0.840399771071545,0.739510837630424,0.85031014898538,0.842981229401839,0.797145494782993,0.759809622120179,0.786237403699593,0.783287169564311,0.740465663924002,0.767258595813852,0.748387410525225,0.787529749724492,0.76910484415717,0.793358912527298,0.764910017066373,0.79452675563319
"Montagem Final 05.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Montagem Final 05",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Montagem Final 05.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Montagem Final 05",0.787904167783968,0.799500138687415,0.78905860889927,0.787920901724623,0.789211263388094,0.754992679977208,0.802665119769318,0.791604071098961,0.812396801164913,0.752439899305424,0.841553193717968,0.745668228209641,0.782960920774271,0.788283541443696,0.840399771071545,0.739510837630424,0.85031014898538,0.842981229401839,0.797145494782993,0.759809622120179,0.786237403699593,0.783287169564311,0.740465663924002,0.767258595813852,0.748387410525225,0.787529749724492,0.76910484415717,0.793358912527298,0.764910017066373,0.79452675563319
"Montagem Final 05_Aguardar Fim da Ordem.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 05_Aguardar Fim da Ordem.Queue",5.33438955240197E-03,7.75518636220871E-03,3.4701744220764E-03,4.84247316541367E-03,2.76963818238921E-03,4.05321577244047E-03,6.78463945714089E-03,3.37987427939184E-03,4.90483510442503E-03,5.7260149177643E-03,5.56291946212264E-03,5.27568488401364E-03,3.49556991765835E-03,3.53663286076777E-03,6.61150581847753E-03,4.65855765168107E-03,6.87052675843571E-03,7.08794448957725E-03,5.49256018467915E-03,6.58872991772461E-03,5.04255357069355E-03,5.42884184494459E-03,6.11829199850931E-03,4.46384208846998E-03,3.97837731895067E-03,5.80225895946618E-03,4.85373535941862E-03,4.93682262060676E-03,5.28047456178934E-03,5.18896311319695E-03
"Montagem Final 05_Aguardar Fim da Ordem.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Montagem Final 05_Aguardar Fim da Ordem.Queue",21.9472027298824,27.9186709039514,15.3755420547385,21.4558811021406,15.9531159305618,17.9588637301978,22.987954866548,13.9057684637836,18.8345668009921,19.4010858390132,17.8013422787924,27.6254044835623,18.3040752051928,18.519095707293,25.3881823429537,24.3939018851663,26.3828227523931,27.2177068399767,21.0914311091679,25.3007228840625,18.1531928544968,22.335806447772,23.4942412742758,25.7117304295871,15.2769689047706,20.8881322540782,21.5057812848087,18.9573988631299,21.725381054219,17.5814279600085
"Montagem Final 05_Aguardar Inicio da Proxima Ordem.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 05_Aguardar Inicio da Proxima Ordem.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 05_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 05_Q",2.15648422953284,2.18937271388306,2.14193723062067,2.06504560134084,2.23808255283062,1.93424724501779,2.35850064161795,2.406651221177,2.27696371082871,2.01878294508597,2.28332007565466,1.89523438592898,2.26137510491309,2.15879189135153,2.31275235920717,1.95310426943358,2.26397383958905,2.36902210669862,2.28263532197648,1.99463988582213,2.13058624667601,2.07071333969326,2.00058992399402,2.12439318723082,2.00339430496448,2.14205008483246,2.02167061294835,2.27265651028516,2.01051541963382,2.25952385900431
"Montagem Final 05_Q.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Montagem Final 05_Q",108.578226941514,108.901440690557,107.066016999971,103.57098400622,111.833882091594,102.150552797963,116.809662044018,120.751838275083,110.476376552854,106.384186955727,106.575579402209,100.799169556334,114.368253853726,108.432069839301,108.040986123546,104.050041809022,105.436354744089,110.669645860373,113.442445682351,103.752408334897,107.209058698175,104.753310391901,105.847144103819,109.547938750667,106.214479404667,108.374449589951,103.743361984427,113.044054397604,103.84670364047,113.540196842616
"Montagem Final 05Hold_Espaco.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 05Hold_Espaco.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 05Hold_Espaco.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Montagem Final 05Hold_Espaco.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 06.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Montagem Final 06",0.776826584781552,0.785533421871355,0.722013536101609,0.757411245998942,0.722190397078064,0.74819449727232,0.770895257663975,0.78709795370319,0.747038831788409,0.749102525255473,0.69567290282494,0.745950766640711,0.770698380520894,0.772665113235065,0.749689231584912,0.772621672838507,0.720675817008055,0.724031165572779,0.76335350544708,0.715413292597086,0.764653309807664,0.703509976250502,0.776046488368915,0.738965328301764,0.749829005222547,0.770559460942747,0.751128067624415,0.778385909205924,0.793791641434497,0.75831253485477
"Montagem Final 06.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Montagem Final 06",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Montagem Final 06.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Montagem Final 06",0.776826584781552,0.785533421871355,0.722013536101609,0.757411245998942,0.722190397078064,0.74819449727232,0.770895257663975,0.78709795370319,0.747038831788409,0.749102525255473,0.69567290282494,0.745950766640711,0.770698380520894,0.772665113235065,0.749689231584912,0.772621672838507,0.720675817008055,0.724031165572779,0.76335350544708,0.715413292597086,0.764653309807664,0.703509976250502,0.776046488368915,0.738965328301764,0.749829005222547,0.770559460942747,0.751128067624415,0.778385909205924,0.793791641434497,0.75831253485477
"Montagem Final 06_Aguardar Fim da Ordem.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 06_Aguardar Fim da Ordem.Queue",1.52761842829038E-02,7.97906660402698E-03,3.31210903126526E-02,4.36846694506486E-03,8.28431910844881E-03,1.08279701981675E-02,7.39431287428639E-03,5.72112082006662E-03,6.28357238707296E-03,4.94460062039436E-03,3.56696520642687E-03,6.18708961213687E-03,4.60680568725727E-03,9.33234671316563E-03,0.005742619710069,7.47317799269786E-03,6.20647420813802E-03,6.07341235095713E-03,6.75890015992655E-03,5.05432991215625E-03,6.20116503594893E-03,1.17624110453612E-02,5.70636158924461E-03,5.22306923225506E-03,3.92060513837849E-03,5.09089654737806E-03,5.00142549588434E-03,6.37762694181775E-03,8.71295407279154E-03,4.29947764630972E-03
"Montagem Final 06_Aguardar Fim da Ordem.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Montagem Final 06_Aguardar Fim da Ordem.Queue",51.7593067467799,22.9797118195977,119.235925125549,13.9790942242076,25.1145674024553,32.8258464954972,22.4164432399419,19.384503484461,20.1074316386335,16.7534703373362,13.6971463926792,22.2735226036928,16.5845004741262,29.86350948213,16.5387447649987,23.9141695766331,22.3433071492969,19.4349195230628,20.4901394321984,19.40862686268,22.3241941294161,37.6397153451558,17.2992856600258,17.6969875163466,15.0551237313734,17.249155360528,18.0051317851836,21.6089006969825,27.8814530329329,13.7583284681911
"Montagem Final 06_Aguardar Inicio da Proxima Ordem.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 06_Aguardar Inicio da Proxima Ordem.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 06_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 06_Q",3.36903824040057,3.37076259757397,3.34745209903137,3.41181863764641,3.41974133005632,3.38388563109228,3.37611910843942,3.38349550649556,3.36065728609702,3.43226792417652,3.44517127582589,3.40305577799997,3.39816173842859,3.3820006967287,3.38192723072755,3.40048948034691,3.42601232267013,3.41865589253832,3.46762072614739,3.41864997080878,3.41220343289785,3.41313386485925,3.3839668698792,3.47985845794294,3.4210071998484,3.40473591344659,3.36164264860302,3.39193324015187,3.37809498305757,3.40300170850002
"Montagem Final 06_Q.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Montagem Final 06_Q",163.061263756467,161.338064785745,173.994811589942,169.345820492804,177.773180916308,169.996310772059,164.577323843733,161.298306803756,168.924849645874,170.84981440684,186.065975326089,170.982777164134,165.157629587004,163.861850969054,169.60967333583,165.239539793925,179.151910580448,177.743663308051,170.747827010319,179.686882340951,165.809512368994,182.235803518642,164.037633334183,176.921502066315,171.245393463309,166.152105851196,168.053269845923,163.466663077176,159.569317116682,168.567332653249
"Montagem Final 06Hold_Espaco.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 06Hold_Espaco.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 06Hold_Espaco.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Montagem Final 06Hold_Espaco.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 07.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Montagem Final 07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 07.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Montagem Final 07",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Montagem Final 07.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Montagem Final 07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 07_Aguardar Fim da Ordem.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 07_Aguardar Fim da Ordem.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 07_Aguardar Inicio da Proxima Ordem.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 07_Aguardar Inicio da Proxima Ordem.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 07_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 07_Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montagem Final 07Hold_Espaco.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Montagem Final 07Hold_Espaco.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ProducaoAntesUltimoPeriodo Value","DSTAT AVERAGE","Variable","User Specified","ProducaoAntesUltimoPeriodo",3873917.09375,3864695.890625,3825394.71875,3857998.6875,3860700.0625,3766691.8125,3782137.578125,3859711.90625,3860617,3823400.34375,3858349.359375,3844989.9375,3848671.265625,3858612.3125,3858698.9375,3814107.328125,3898031.9375,3846587.859375,3846867.296875,3774388.90625,3878517.109375,3864736.04687499,3858602.4375,3754218.09375,3783435.328125,3888045.625,3787706.234375,3841278.171875,3861833.546875,3886622.171875
"ProducaoUltimoPeriodo Value","DSTAT AVERAGE","Variable","User Specified","ProducaoUltimoPeriodo",8135.859375,8121.109375,8039.78125,8130.484375,8063.546875,8007.859375,8054.640625,8092.71875,8090.6875,8008.31250000001,8124.9375,8093.125,8107.90625,8114.734375,8177.21875,8019.609375,8155.265625,8129.734375,8072.734375,7994.53125,8157.71875,8036.4375,8051.171875,7947.765625,7970.390625,8108.29687499999,8043.8125,8089.921875,8104.24999999999,8162.4375
"Quebra de Ordens 01.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Quebra de Ordens 01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 01.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Quebra de Ordens 01",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Quebra de Ordens 01.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Quebra de Ordens 01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 01_BPM Livre.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 01_BPM Livre.Queue",0.999999999996529,0.999999999996702,0.999999999996644,0.999999999996528,0.999999999996499,0.999999999996644,0.999999999996702,0.999999999996702,0.999999999996586,0.999999999996557,0.999999999996615,0.999999999996529,0.999999999996616,0.999999999996615,0.999999999996557,0.999999999996616,0.99999999999647,0.999999999996529,0.999999999996615,0.999999999996615,0.9999999999965,0.999999999996529,0.999999999996615,0.999999999996586,0.999999999996616,0.999999999996586,0.999999999996557,0.999999999996616,0.999999999996586,0.999999999996529
"Quebra de Ordens 01_BPM Livre.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Quebra de Ordens 01_BPM Livre.Queue",479.932023026588,470.538798107993,488.248576428826,479.390144945097,473.479736178628,460.816180126556,479.710984281034,463.980790795196,482.168125647927,479.338102003019,493.92893001182,479.524664265835,487.765278594642,482.456841790688,480.396076986395,493.641937863861,475.025992054227,480.594965540993,487.04243853706,487.787801322183,474.830068927286,481.319354736054,494.614303278129,491.451362424917,492.94355383013,482.381466759843,479.47416659427,493.418545292576,478.641596388713,481.508861170286
"Quebra de Ordens 01_Espera Desocupar.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 01_Espera Desocupar.Queue",48.0351577031137,48.5450536794636,48.0600740397075,48.1073441345198,47.9738082381094,49.0571529019609,49.1136554678036,48.4512033588135,48.211827215093,48.011779072977,48.7095327227616,47.9752322201288,48.4665386585554,47.9416906759484,48.5778187961807,48.879239166697,47.755952957197,48.0483881666262,48.3543318727326,48.3784245858726,48.0011183184617,48.1317799223145,48.4114166873694,48.8270206185911,48.5006404456711,48.1700949283748,48.4573218934721,48.5979619072043,47.7531866204456,48.018186357921
"Quebra de Ordens 01_Espera Desocupar.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Quebra de Ordens 01_Espera Desocupar.Queue",24365.0018599855,23502.2114403977,23642.2787428898,24457.4004921854,24286.4745447801,24188.1862128592,24263.8733708253,23376.4956620386,23840.9374452127,23579.056240988,24492.4792007061,24288.2972417648,24174.3778802906,23487.3041576052,24320.0536968183,24714.640363676,24007.6197852122,24381.9368532816,24027.4889970317,24059.0285487787,24321.431447631,24488.6783005626,24102.21820892,24646.2815370648,24219.0202197877,23786.3060880542,24162.312296909,24346.4228603402,23240.5352122197,24343.2785381389
"Quebra de Ordens 01_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 01_Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 02.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Quebra de Ordens 02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 02.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Quebra de Ordens 02",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Quebra de Ordens 02.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Quebra de Ordens 02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 02_BPM Livre.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 02_BPM Livre.Queue",0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838,0.99999999999838
"Quebra de Ordens 02_BPM Livre.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Quebra de Ordens 02_BPM Livre.Queue",1039.32183971471,1018.74414270367,1018.49029067686,1039.0384004885,1026.9084532354,1023.64117660365,1026.6137869541,1021.6853414091,1034.19025661913,1032.27649288016,1020.77505529361,1014.67662858915,1029.81175860396,1033.66360220796,1019.27310387439,1022.91319537886,1030.42858542599,1029.29478494956,1033.86720807493,1028.95499548324,1031.86156598067,1028.71264001183,1025.92881734937,1035.7474471942,1032.97885411973,1025.99343305098,1024.97229575344,1023.28207119902,1018.21100855087,1026.38540288597
"Quebra de Ordens 02_Espera Desocupar.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 02_Espera Desocupar.Queue",30.9463962466947,30.626223668476,30.6938542306796,30.8925805851101,30.8098994802701,30.7109063744178,30.7748826119067,30.6963257148986,30.8372295314952,30.7772674031762,30.6059455758934,30.602427268865,30.7377010344901,30.8396206220187,30.70317579358,30.6520963170262,30.7940490358866,30.782715490602,30.7858679410882,30.8254804739391,30.8345730817272,30.7596421882632,30.7770399741001,30.8624902467214,30.8819453111412,30.7263901552521,30.6997541627375,30.7069890297472,30.6672549410935,30.749776121074
"Quebra de Ordens 02_Espera Desocupar.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Quebra de Ordens 02_Espera Desocupar.Queue",26632.586564629,25973.9458322935,26113.0715602552,26521.880060798,26351.7932165556,26148.1502559452,26279.7585159224,26118.1557563629,26408.0150362187,26284.6643722483,25932.2308989806,25924.993238808,26203.2706995226,26412.9338510099,26132.2473467932,26027.1695664538,26319.1865881096,26295.8718663813,26302.3569073815,26383.845546389,26402.5503395531,26248.4067872844,26284.1965181488,26459.9799361125,26500.001782919,26180.0026050899,26125.2085633457,26140.0917183371,26058.353021678,26228.110877638
"Quebra de Ordens 02_Q.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 02_Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 03.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Quebra de Ordens 03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 03.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Quebra de Ordens 03",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Quebra de Ordens 03.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Quebra de Ordens 03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quebra de Ordens 03_BPM Livre.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 03_BPM Livre.Queue",0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997918,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997975,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917,0.999999999997917
"Quebra de Ordens 03_BPM Livre.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","Quebra de Ordens 03_BPM Livre.Queue",807.614577636287,806.816988220767,807.516783440258,806.208299569221,804.547862007609,807.861634948004,808.457931703895,806.565770784736,806.600126953465,808.815238117899,806.755498961174,809.835087120706,810.648549109924,804.652075394676,806.397457563812,806.661462046536,807.256795032834,809.80502833226,809.023882812076,808.448211399977,811.090165405081,807.257049143981,809.645368412057,811.187979452334,808.72226944356,809.396768264177,809.86495060278,802.692622176993,807.913951907027,803.88864915591
"Quebra de Ordens 03_Espera Desocupar.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","Quebra de Ordens 03_Espera Desocupar.Queue",36.2074304024753,36.1993035148007,36.1970733709891,36.1490845963075,36.0916793583886,36.21777136979,36.2362183663504,36.1843783917164,36.1800504657669,36.2676820937559,36.1899918303257,36.2509638831851,36.3306225255755,36.1487973752142,36.1877796651917,36.1742281364939,36.2052616464082,36.5074057959053,36.231822817864,36.2155650871729,36.2444228813297,36.1934953146262,36.238045871923,36.3037833369807,36.2237215813955,36.2344636170082,36.3006828076245,36.0815964493996,36.193498133908,36.1333691370575
